texto,etiqueta,label
"Según el INEI, el 35% de hogares no tiene agua potable #99",logos,2
Juntos lograremos lo imposible con esperanza #212,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #141,framing_binario,1
"No le crean, es un ignorante sin estudios #105",ad_hominem,0
"No le crean, es un ignorante sin estudios #115",ad_hominem,0
Ellos siempre han estado en contra del pueblo #168,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #26",logos,2
Ellos siempre han estado en contra del pueblo #208,framing_binario,1
Ellos siempre han estado en contra del pueblo #160,framing_binario,1
"No le crean, es un ignorante sin estudios #93",ad_hominem,0
Juntos lograremos lo imposible con esperanza #181,retorica_vacia,3
"No le crean, es un ignorante sin estudios #90",ad_hominem,0
Ellos siempre han estado en contra del pueblo #87,framing_binario,1
Juntos lograremos lo imposible con esperanza #239,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #172,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #184,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #106",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #94",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #112",logos,2
"No le crean, es un ignorante sin estudios #95",ad_hominem,0
"No le crean, es un ignorante sin estudios #12",ad_hominem,0
Ellos siempre han estado en contra del pueblo #147,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #34",logos,2
"No le crean, es un ignorante sin estudios #44",ad_hominem,0
"No le crean, es un ignorante sin estudios #43",ad_hominem,0
Ellos siempre han estado en contra del pueblo #80,framing_binario,1
"No le crean, es un ignorante sin estudios #168",ad_hominem,0
Ellos siempre han estado en contra del pueblo #248,framing_binario,1
Juntos lograremos lo imposible con esperanza #127,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #98",logos,2
Juntos lograremos lo imposible con esperanza #7,retorica_vacia,3
"No le crean, es un ignorante sin estudios #101",ad_hominem,0
Ellos siempre han estado en contra del pueblo #177,framing_binario,1
"No le crean, es un ignorante sin estudios #179",ad_hominem,0
Ellos siempre han estado en contra del pueblo #195,framing_binario,1
Ellos siempre han estado en contra del pueblo #167,framing_binario,1
Juntos lograremos lo imposible con esperanza #121,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #133,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #181",logos,2
"No le crean, es un ignorante sin estudios #178",ad_hominem,0
Ellos siempre han estado en contra del pueblo #146,framing_binario,1
Juntos lograremos lo imposible con esperanza #162,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #44,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #211,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #185",logos,2
Ellos siempre han estado en contra del pueblo #134,framing_binario,1
Juntos lograremos lo imposible con esperanza #207,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #2,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #8,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #39",logos,2
Ellos siempre han estado en contra del pueblo #86,framing_binario,1
"No le crean, es un ignorante sin estudios #16",ad_hominem,0
Ellos siempre han estado en contra del pueblo #75,framing_binario,1
Juntos lograremos lo imposible con esperanza #9,retorica_vacia,3
"No le crean, es un ignorante sin estudios #223",ad_hominem,0
"No le crean, es un ignorante sin estudios #180",ad_hominem,0
Juntos lograremos lo imposible con esperanza #234,retorica_vacia,3
"No le crean, es un ignorante sin estudios #23",ad_hominem,0
Ellos siempre han estado en contra del pueblo #107,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #167",logos,2
Juntos lograremos lo imposible con esperanza #112,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #91,framing_binario,1
Ellos siempre han estado en contra del pueblo #182,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #52",logos,2
Juntos lograremos lo imposible con esperanza #84,retorica_vacia,3
"No le crean, es un ignorante sin estudios #204",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #131",logos,2
"No le crean, es un ignorante sin estudios #94",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #59",logos,2
"No le crean, es un ignorante sin estudios #69",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #123",logos,2
Ellos siempre han estado en contra del pueblo #35,framing_binario,1
Juntos lograremos lo imposible con esperanza #95,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #185,framing_binario,1
"No le crean, es un ignorante sin estudios #154",ad_hominem,0
"No le crean, es un ignorante sin estudios #76",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #231",logos,2
Ellos siempre han estado en contra del pueblo #197,framing_binario,1
"No le crean, es un ignorante sin estudios #189",ad_hominem,0
Ellos siempre han estado en contra del pueblo #22,framing_binario,1
"No le crean, es un ignorante sin estudios #237",ad_hominem,0
Ellos siempre han estado en contra del pueblo #238,framing_binario,1
"No le crean, es un ignorante sin estudios #118",ad_hominem,0
Juntos lograremos lo imposible con esperanza #194,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #13",logos,2
Juntos lograremos lo imposible con esperanza #76,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #92",logos,2
"No le crean, es un ignorante sin estudios #127",ad_hominem,0
"No le crean, es un ignorante sin estudios #117",ad_hominem,0
Ellos siempre han estado en contra del pueblo #224,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #194",logos,2
"No le crean, es un ignorante sin estudios #58",ad_hominem,0
Juntos lograremos lo imposible con esperanza #114,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #163,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #120,framing_binario,1
Ellos siempre han estado en contra del pueblo #19,framing_binario,1
"No le crean, es un ignorante sin estudios #47",ad_hominem,0
Ellos siempre han estado en contra del pueblo #100,framing_binario,1
"No le crean, es un ignorante sin estudios #196",ad_hominem,0
Juntos lograremos lo imposible con esperanza #250,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #85,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #237",logos,2
Ellos siempre han estado en contra del pueblo #14,framing_binario,1
Ellos siempre han estado en contra del pueblo #194,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #176",logos,2
Ellos siempre han estado en contra del pueblo #55,framing_binario,1
Ellos siempre han estado en contra del pueblo #92,framing_binario,1
Juntos lograremos lo imposible con esperanza #217,retorica_vacia,3
"No le crean, es un ignorante sin estudios #150",ad_hominem,0
"No le crean, es un ignorante sin estudios #125",ad_hominem,0
Juntos lograremos lo imposible con esperanza #37,retorica_vacia,3
"No le crean, es un ignorante sin estudios #51",ad_hominem,0
Ellos siempre han estado en contra del pueblo #104,framing_binario,1
Juntos lograremos lo imposible con esperanza #178,retorica_vacia,3
"No le crean, es un ignorante sin estudios #143",ad_hominem,0
Ellos siempre han estado en contra del pueblo #221,framing_binario,1
Ellos siempre han estado en contra del pueblo #150,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #126",logos,2
Ellos siempre han estado en contra del pueblo #71,framing_binario,1
"No le crean, es un ignorante sin estudios #20",ad_hominem,0
Juntos lograremos lo imposible con esperanza #60,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #41,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #59,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #158,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #38",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #121",logos,2
"No le crean, es un ignorante sin estudios #39",ad_hominem,0
"No le crean, es un ignorante sin estudios #176",ad_hominem,0
"No le crean, es un ignorante sin estudios #246",ad_hominem,0
Juntos lograremos lo imposible con esperanza #79,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #168",logos,2
Juntos lograremos lo imposible con esperanza #5,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #109,retorica_vacia,3
"No le crean, es un ignorante sin estudios #155",ad_hominem,0
Ellos siempre han estado en contra del pueblo #38,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #103",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #70",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #244",logos,2
"No le crean, es un ignorante sin estudios #18",ad_hominem,0
"No le crean, es un ignorante sin estudios #128",ad_hominem,0
Ellos siempre han estado en contra del pueblo #73,framing_binario,1
Ellos siempre han estado en contra del pueblo #6,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #158",logos,2
Juntos lograremos lo imposible con esperanza #215,retorica_vacia,3
"No le crean, es un ignorante sin estudios #191",ad_hominem,0
"No le crean, es un ignorante sin estudios #116",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #117",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #107",logos,2
"No le crean, es un ignorante sin estudios #181",ad_hominem,0
Ellos siempre han estado en contra del pueblo #52,framing_binario,1
Juntos lograremos lo imposible con esperanza #10,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #213",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #224",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #186",logos,2
Juntos lograremos lo imposible con esperanza #230,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #18",logos,2
Juntos lograremos lo imposible con esperanza #235,retorica_vacia,3
"No le crean, es un ignorante sin estudios #46",ad_hominem,0
Juntos lograremos lo imposible con esperanza #160,retorica_vacia,3
"No le crean, es un ignorante sin estudios #158",ad_hominem,0
Juntos lograremos lo imposible con esperanza #102,retorica_vacia,3
"No le crean, es un ignorante sin estudios #172",ad_hominem,0
"No le crean, es un ignorante sin estudios #17",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #12",logos,2
"No le crean, es un ignorante sin estudios #49",ad_hominem,0
Juntos lograremos lo imposible con esperanza #222,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #191,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #16",logos,2
Juntos lograremos lo imposible con esperanza #203,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #231,framing_binario,1
Ellos siempre han estado en contra del pueblo #34,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #219",logos,2
Juntos lograremos lo imposible con esperanza #128,retorica_vacia,3
"No le crean, es un ignorante sin estudios #226",ad_hominem,0
"No le crean, es un ignorante sin estudios #27",ad_hominem,0
Juntos lograremos lo imposible con esperanza #205,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #188,framing_binario,1
Juntos lograremos lo imposible con esperanza #202,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #115,framing_binario,1
"No le crean, es un ignorante sin estudios #230",ad_hominem,0
"No le crean, es un ignorante sin estudios #38",ad_hominem,0
Juntos lograremos lo imposible con esperanza #216,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #125,framing_binario,1
Ellos siempre han estado en contra del pueblo #220,framing_binario,1
Juntos lograremos lo imposible con esperanza #218,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #101,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #205",logos,2
Juntos lograremos lo imposible con esperanza #92,retorica_vacia,3
"No le crean, es un ignorante sin estudios #195",ad_hominem,0
Juntos lograremos lo imposible con esperanza #105,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #115,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #4",logos,2
Juntos lograremos lo imposible con esperanza #220,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #81,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #80",logos,2
Juntos lograremos lo imposible con esperanza #219,retorica_vacia,3
"No le crean, es un ignorante sin estudios #163",ad_hominem,0
Juntos lograremos lo imposible con esperanza #159,retorica_vacia,3
"No le crean, es un ignorante sin estudios #153",ad_hominem,0
Juntos lograremos lo imposible con esperanza #52,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #244,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #6,retorica_vacia,3
"No le crean, es un ignorante sin estudios #112",ad_hominem,0
"No le crean, es un ignorante sin estudios #227",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #189",logos,2
"No le crean, es un ignorante sin estudios #104",ad_hominem,0
Ellos siempre han estado en contra del pueblo #172,framing_binario,1
Ellos siempre han estado en contra del pueblo #170,framing_binario,1
Juntos lograremos lo imposible con esperanza #1,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #87",logos,2
Juntos lograremos lo imposible con esperanza #31,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #173",logos,2
"No le crean, es un ignorante sin estudios #120",ad_hominem,0
"No le crean, es un ignorante sin estudios #54",ad_hominem,0
"No le crean, es un ignorante sin estudios #152",ad_hominem,0
Ellos siempre han estado en contra del pueblo #154,framing_binario,1
Juntos lograremos lo imposible con esperanza #196,retorica_vacia,3
"No le crean, es un ignorante sin estudios #208",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #159",logos,2
Juntos lograremos lo imposible con esperanza #94,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #13,retorica_vacia,3
"No le crean, es un ignorante sin estudios #9",ad_hominem,0
Juntos lograremos lo imposible con esperanza #58,retorica_vacia,3
"No le crean, es un ignorante sin estudios #37",ad_hominem,0
Ellos siempre han estado en contra del pueblo #203,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #152",logos,2
Ellos siempre han estado en contra del pueblo #4,framing_binario,1
Ellos siempre han estado en contra del pueblo #54,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #247",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #72",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #124",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #233",logos,2
Juntos lograremos lo imposible con esperanza #142,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #13,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #111",logos,2
Ellos siempre han estado en contra del pueblo #48,framing_binario,1
Ellos siempre han estado en contra del pueblo #165,framing_binario,1
"No le crean, es un ignorante sin estudios #151",ad_hominem,0
Juntos lograremos lo imposible con esperanza #39,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #141",logos,2
Juntos lograremos lo imposible con esperanza #140,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #51",logos,2
Juntos lograremos lo imposible con esperanza #137,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #239,framing_binario,1
"No le crean, es un ignorante sin estudios #148",ad_hominem,0
"No le crean, es un ignorante sin estudios #147",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #221",logos,2
Juntos lograremos lo imposible con esperanza #182,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #240",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #160",logos,2
Ellos siempre han estado en contra del pueblo #99,framing_binario,1
Ellos siempre han estado en contra del pueblo #214,framing_binario,1
Ellos siempre han estado en contra del pueblo #76,framing_binario,1
"No le crean, es un ignorante sin estudios #187",ad_hominem,0
"No le crean, es un ignorante sin estudios #124",ad_hominem,0
Juntos lograremos lo imposible con esperanza #104,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #109",logos,2
"No le crean, es un ignorante sin estudios #144",ad_hominem,0
Juntos lograremos lo imposible con esperanza #209,retorica_vacia,3
"No le crean, es un ignorante sin estudios #198",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #110",logos,2
Ellos siempre han estado en contra del pueblo #30,framing_binario,1
Ellos siempre han estado en contra del pueblo #44,framing_binario,1
Ellos siempre han estado en contra del pueblo #151,framing_binario,1
"No le crean, es un ignorante sin estudios #123",ad_hominem,0
"No le crean, es un ignorante sin estudios #184",ad_hominem,0
"No le crean, es un ignorante sin estudios #203",ad_hominem,0
Ellos siempre han estado en contra del pueblo #189,framing_binario,1
"No le crean, es un ignorante sin estudios #247",ad_hominem,0
Ellos siempre han estado en contra del pueblo #166,framing_binario,1
Juntos lograremos lo imposible con esperanza #183,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #16,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #157,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #86,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #138,retorica_vacia,3
"No le crean, es un ignorante sin estudios #130",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #138",logos,2
Ellos siempre han estado en contra del pueblo #153,framing_binario,1
Juntos lograremos lo imposible con esperanza #35,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #21,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #236",logos,2
Juntos lograremos lo imposible con esperanza #164,retorica_vacia,3
"No le crean, es un ignorante sin estudios #220",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #142",logos,2
Juntos lograremos lo imposible con esperanza #166,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #3,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #57,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #170,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #125",logos,2
Juntos lograremos lo imposible con esperanza #125,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #11,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #137,framing_binario,1
Juntos lograremos lo imposible con esperanza #223,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #10",logos,2
Ellos siempre han estado en contra del pueblo #18,framing_binario,1
Juntos lograremos lo imposible con esperanza #70,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #192,framing_binario,1
Ellos siempre han estado en contra del pueblo #247,framing_binario,1
"No le crean, es un ignorante sin estudios #113",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #192",logos,2
"No le crean, es un ignorante sin estudios #233",ad_hominem,0
Juntos lograremos lo imposible con esperanza #120,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #108",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #172",logos,2
Ellos siempre han estado en contra del pueblo #124,framing_binario,1
Juntos lograremos lo imposible con esperanza #232,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #93,retorica_vacia,3
"No le crean, es un ignorante sin estudios #234",ad_hominem,0
Juntos lograremos lo imposible con esperanza #36,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #177",logos,2
Ellos siempre han estado en contra del pueblo #68,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #149",logos,2
Ellos siempre han estado en contra del pueblo #161,framing_binario,1
Juntos lograremos lo imposible con esperanza #149,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #210",logos,2
Ellos siempre han estado en contra del pueblo #109,framing_binario,1
Ellos siempre han estado en contra del pueblo #9,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #245",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #128",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #133",logos,2
Ellos siempre han estado en contra del pueblo #33,framing_binario,1
Ellos siempre han estado en contra del pueblo #127,framing_binario,1
Ellos siempre han estado en contra del pueblo #135,framing_binario,1
"No le crean, es un ignorante sin estudios #225",ad_hominem,0
Juntos lograremos lo imposible con esperanza #204,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #65,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #223,framing_binario,1
Ellos siempre han estado en contra del pueblo #98,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #6",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #140",logos,2
Juntos lograremos lo imposible con esperanza #238,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #179,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #156,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #120",logos,2
Juntos lograremos lo imposible con esperanza #106,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #54,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #146",logos,2
Juntos lograremos lo imposible con esperanza #97,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #57",logos,2
Juntos lograremos lo imposible con esperanza #208,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #78",logos,2
Juntos lograremos lo imposible con esperanza #46,retorica_vacia,3
"No le crean, es un ignorante sin estudios #86",ad_hominem,0
"No le crean, es un ignorante sin estudios #243",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #199",logos,2
"No le crean, es un ignorante sin estudios #160",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #25",logos,2
"No le crean, es un ignorante sin estudios #36",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #41",logos,2
"No le crean, es un ignorante sin estudios #171",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #155",logos,2
Juntos lograremos lo imposible con esperanza #141,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #108,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #98,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #195,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #234",logos,2
"No le crean, es un ignorante sin estudios #96",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #64",logos,2
"No le crean, es un ignorante sin estudios #241",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #243",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #75",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #191",logos,2
Ellos siempre han estado en contra del pueblo #211,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #54",logos,2
Juntos lograremos lo imposible con esperanza #139,retorica_vacia,3
"No le crean, es un ignorante sin estudios #207",ad_hominem,0
Ellos siempre han estado en contra del pueblo #143,framing_binario,1
Juntos lograremos lo imposible con esperanza #45,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #148,framing_binario,1
Juntos lograremos lo imposible con esperanza #17,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #99,retorica_vacia,3
"No le crean, es un ignorante sin estudios #218",ad_hominem,0
"No le crean, es un ignorante sin estudios #5",ad_hominem,0
Juntos lograremos lo imposible con esperanza #19,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #143",logos,2
Juntos lograremos lo imposible con esperanza #180,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #113",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #239",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #47",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #226",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #184",logos,2
"No le crean, es un ignorante sin estudios #99",ad_hominem,0
Juntos lograremos lo imposible con esperanza #55,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #228",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #74",logos,2
Ellos siempre han estado en contra del pueblo #157,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #3",logos,2
"No le crean, es un ignorante sin estudios #48",ad_hominem,0
"No le crean, es un ignorante sin estudios #33",ad_hominem,0
Juntos lograremos lo imposible con esperanza #30,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #90,retorica_vacia,3
"No le crean, es un ignorante sin estudios #201",ad_hominem,0
"No le crean, es un ignorante sin estudios #135",ad_hominem,0
"No le crean, es un ignorante sin estudios #28",ad_hominem,0
Juntos lograremos lo imposible con esperanza #131,retorica_vacia,3
"No le crean, es un ignorante sin estudios #231",ad_hominem,0
Ellos siempre han estado en contra del pueblo #240,framing_binario,1
Juntos lograremos lo imposible con esperanza #23,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #129,framing_binario,1
Ellos siempre han estado en contra del pueblo #39,framing_binario,1
Ellos siempre han estado en contra del pueblo #169,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #175",logos,2
Ellos siempre han estado en contra del pueblo #142,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #93",logos,2
Ellos siempre han estado en contra del pueblo #249,framing_binario,1
"No le crean, es un ignorante sin estudios #139",ad_hominem,0
"No le crean, es un ignorante sin estudios #63",ad_hominem,0
Ellos siempre han estado en contra del pueblo #222,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #148",logos,2
"No le crean, es un ignorante sin estudios #129",ad_hominem,0
Juntos lograremos lo imposible con esperanza #227,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #21",logos,2
Juntos lograremos lo imposible con esperanza #89,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #213,retorica_vacia,3
"No le crean, es un ignorante sin estudios #65",ad_hominem,0
Juntos lograremos lo imposible con esperanza #63,retorica_vacia,3
"No le crean, es un ignorante sin estudios #15",ad_hominem,0
"No le crean, es un ignorante sin estudios #157",ad_hominem,0
"No le crean, es un ignorante sin estudios #41",ad_hominem,0
Ellos siempre han estado en contra del pueblo #243,framing_binario,1
Ellos siempre han estado en contra del pueblo #130,framing_binario,1
"No le crean, es un ignorante sin estudios #188",ad_hominem,0
Juntos lograremos lo imposible con esperanza #14,retorica_vacia,3
"No le crean, es un ignorante sin estudios #217",ad_hominem,0
Juntos lograremos lo imposible con esperanza #42,retorica_vacia,3
"No le crean, es un ignorante sin estudios #53",ad_hominem,0
Juntos lograremos lo imposible con esperanza #129,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #88,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #249",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #220",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #225",logos,2
Ellos siempre han estado en contra del pueblo #46,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #202",logos,2
Ellos siempre han estado en contra del pueblo #2,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #227",logos,2
Ellos siempre han estado en contra del pueblo #212,framing_binario,1
Ellos siempre han estado en contra del pueblo #206,framing_binario,1
Juntos lograremos lo imposible con esperanza #247,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #66,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #113,retorica_vacia,3
Ellos siempre han estado en contra del pueblo #20,framing_binario,1
"No le crean, es un ignorante sin estudios #202",ad_hominem,0
"No le crean, es un ignorante sin estudios #162",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #56",logos,2
"Según el INEI, el 35% de hogares no tiene agua potable #230",logos,2
Ellos siempre han estado en contra del pueblo #152,framing_binario,1
"Según el INEI, el 35% de hogares no tiene agua potable #203",logos,2
Ellos siempre han estado en contra del pueblo #227,framing_binario,1
Juntos lograremos lo imposible con esperanza #72,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #22,retorica_vacia,3
"No le crean, es un ignorante sin estudios #106",ad_hominem,0
"Según el INEI, el 35% de hogares no tiene agua potable #66",logos,2
Ellos siempre han estado en contra del pueblo #140,framing_binario,1
"No le crean, es un ignorante sin estudios #2",ad_hominem,0
Juntos lograremos lo imposible con esperanza #188,retorica_vacia,3
Juntos lograremos lo imposible con esperanza #233,retorica_vacia,3
"Según el INEI, el 35% de hogares no tiene agua potable #62",logos,2
"No le crean, es un ignorante sin estudios #81",ad_hominem,0
"No le crean, es un ignorante sin estudios #206",ad_hominem,0
"No le crean, es un ignorante sin estudios #35",ad_hominem,0
Juntos lograremos lo imposible con esperanza #26,retorica_vacia,3
